,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
1142819,4449359_01096,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
1142904,4449359_01109,Male,White,48.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
1142972,4449359_01109,Female,White,24.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
1143317,4449176_00026,Male,White,26.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
1143465,4449176_00019,Male,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1143529,4449176_00020,Male,Chinese,57.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1143530,4449176_00020,Male,Chinese,58.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1143605,4449360_00014,Male,Black,24.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1143611,4449360_00014,Female,Mulatto,51.0,West Indies,Dressmaker,Yes,Yes,No,SouthAmerica,Proprietor
1143617,4449360_00013,Male,Black,30.0,West Indies,Waiter,Yes,Yes,No,SouthAmerica,servant
1143830,4449360_00013,Male,Mulatto,31.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1143869,4449360_00013,Male,Mulatto,70.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
1144233,4449176_00016,Male,Chinese,57.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1144234,4449176_00016,Male,Chinese,55.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1144323,4449176_00018,Male,Black,25.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1144340,4449176_00018,Female,Black,30.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1144353,4449176_00017,Female,Black,26.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1144354,4449176_00017,Female,Black,25.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1144357,4449176_00017,Male,Black,29.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1144370,4449176_00018,Male,Black,36.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1144371,4449176_00018,Male,Black,36.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1144372,4449176_00018,Male,Black,24.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1144374,4449176_00018,Male,Black,26.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1144375,4449176_00018,Female,Black,24.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1144386,4449176_00015,Male,Chinese,40.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1144528,4449176_00015,Male,Chinese,36.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1144799,4449359_01041,Male,Black,70.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1144804,4449359_01041,Male,Black,45.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1145012,4449359_01055,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant
1145013,4449359_01055,Male,Black,30.0,Mexico,Waiter,Yes,Yes,,SouthAmerica,servant
1145191,4449359_01048,Female,Black,27.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
1145196,4449359_01048,Female,Black,35.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
1145358,4449359_01031,Male,White,28.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
1145616,4449359_01036,Male,Black,28.0,Barbados,Salesman,Yes,Yes,,SouthAmerica,servant
1145625,4449359_01038,Male,Black,24.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1145828,4449359_01034,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1145874,4449359_01085,Male,White,43.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
1146004,4449359_01086,Male,White,37.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
1146087,4449359_01081,Female,White,40.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
1146430,4449359_01088,Male,White,45.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
1146478,4449359_01091,Male,White,38.0,Africa,Cook,Yes,Yes,,Africa,workers
1146553,4449359_01061,Male,Black,20.0,West Indies,Painter,Yes,Yes,,SouthAmerica,artist
1146566,4449359_01060,Male,White,34.0,Canada,Waiter,No,No,,NorthAmerica,servant
1146632,4449359_01063,Female,White,18.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
1146872,4449359_01079,Male,Chinese,47.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1147852,4449359_00725,Male,Black,39.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
1148025,4449359_00721,Male,Mulatto,28.0,West Indies,Waiter,Yes,Yes,No,SouthAmerica,servant
1148258,4449359_00732,Male,Chinese,49.0,China,Cook,Yes,Yes,No,Aisa,workers
1148522,4449359_00767,Male,White,32.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant
1148531,4449359_00768,Male,Black,37.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1148546,4449359_00767,Male,White,24.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
1148588,4449359_00768,Male,Black,27.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1148632,4449359_00768,Female,Black,37.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1148635,4449359_00768,Male,Black,24.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1148637,4449359_00768,Female,Black,21.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1148639,4449359_00768,Male,Black,35.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1148646,4449359_00768,Female,Black,34.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1148647,4449359_00768,Female,Black,30.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1148670,4449359_00766,Male,Black,41.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1148959,4449359_00776,Male,White,52.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
1149123,4449359_00773,Male,Black,,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
1149147,4449359_00773,Male,Black,22.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1149311,4449359_00754,Male,Black,33.0,West Indies,Salesman,Yes,Yes,,SouthAmerica,servant
1149317,4449359_00753,Male,Black,29.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1149324,4449359_00753,Male,Black,31.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1149420,4449359_00751,Male,Black,18.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1150255,4449359_00690,Male,White,46.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
1150451,4449359_00685,Male,White,54.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
1150867,4449359_00674,Female,White,19.0,Canada,Servant,Yes,Yes,No,NorthAmerica,servant
1150989,4449359_00670,Male,Mulatto,21.0,Jamaica,Porter,Yes,Yes,No,SouthAmerica,servant
1151064,4449359_00672,Male,Chinese,32.0,China,Laborer,Yes,Yes,,Aisa,workers
1151158,4449359_00710,Male,White,46.0,Canada,Carpenter,Yes,Yes,No,NorthAmerica,Proprietor
1151440,4449359_00708,Male,White,31.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker
1151574,4449359_00720,Male,White,30.0,Canada,Butcher,Yes,Yes,No,NorthAmerica,Proprietor
1151668,4449359_00714,Male,White,18.0,Canada,Painter,Yes,Yes,No,NorthAmerica,artist
1151671,4449359_00714,Male,White,34.0,Canada,Carpenter,Yes,Yes,No,NorthAmerica,Proprietor
1152050,4449359_00693,Female,White,16.0,Canada,Saleslady,Yes,Yes,No,NorthAmerica,servant
1152051,4449359_00693,Female,White,18.0,Canada,Saleslady,Yes,Yes,No,NorthAmerica,servant
1152096,4449359_00692,Male,Black,34.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1152233,4449359_00704,Male,Mulatto,49.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1152488,4449359_00860,Male,Black,32.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
1152492,4449359_00859,Male,Black,29.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
1152514,4449359_00858,Female,Mulatto,25.0,West Indies,Dressmaker,Yes,Yes,No,SouthAmerica,Proprietor
1152515,4449359_00858,Female,Mulatto,35.0,West Indies,Dressmaker,Yes,Yes,No,SouthAmerica,Proprietor
1152618,4449359_00860,Male,Mulatto,36.0,West Indies,Bartender,Yes,Yes,,SouthAmerica,servant
1152667,4449359_00853,Male,Black,30.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1152674,4449359_00853,Male,Black,22.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1152981,4449359_00863,Female,Mulatto,30.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1152984,4449359_00863,Male,Mulatto,45.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1153312,4449359_00839,Female,White,18.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
1153393,4449359_00841,Female,White,35.0,Canada,Housework,No,No,,NorthAmerica,servant
1153451,4449359_00850,Male,Black,30.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1153631,4449359_00845,Male,Chinese,28.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1153661,4449359_00845,Male,Mulatto,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1154244,4449359_00897,Male,White,42.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
1154262,4449359_00898,Female,Black,28.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
1154382,4449359_00895,Male,White,30.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
1154782,4449359_00879,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1154816,4449359_00879,Female,Mulatto,38.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1154967,4449359_00876,Female,White,60.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
1155081,4449359_00878,Female,Mulatto,27.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1155102,4449359_00796,Male,Black,24.0,West Indies,Laborer,Yes,No,No,SouthAmerica,workers
1155122,4449359_00796,Male,Mulatto,24.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant
1155159,4449359_00796,Female,Black,11.0,Canada,Servant,Yes,Yes,Yes,NorthAmerica,servant
1155281,4449359_00793,Male,Black,21.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker
1155296,4449359_00793,Male,Black,22.0,West Indies,Cook,Yes,Yes,No,SouthAmerica,workers
1155359,4449359_00794,Male,Black,29.0,Africa,Cigar Maker,No,No,Yes,Africa,Proprietor
1155496,4449359_00803,Male,Chinese,30.0,China,Laborer,Yes,Yes,No,Aisa,workers
1155768,4449359_00781,Male,Black,42.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1155771,4449359_00781,Male,Black,29.0,West Indies,Bartender,No,No,,SouthAmerica,servant
1155865,4449359_00783,Male,White,42.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
1155866,4449359_00783,Male,White,49.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1156052,4449359_00779,Male,Black,20.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant
1156078,4449359_00779,Male,Black,33.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
1156642,4449359_00825,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
1156707,4449359_00827,Male,Black,29.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
1157091,4449359_00811,Female,White,61.0,Canada,Dressmaker,Yes,Yes,No,NorthAmerica,Proprietor
1157157,4449359_00813,Male,Black,44.0,Cuba,Cigar Maker,Yes,Yes,No,SouthAmerica,Proprietor
1157176,4449359_00814,Male,Black,31.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1157190,4449359_00814,Female,Black,37.0,West Indies,Dressmaker,Yes,Yes,No,SouthAmerica,Proprietor
1157191,4449359_00814,Male,Black,24.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1157192,4449359_00814,Male,Black,25.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1157248,4449359_00808,Male,Black,33.0,Cuba,Porter,Yes,Yes,No,SouthAmerica,servant
1157618,4449359_00815,Female,Black,32.0,West Indies,Dressmaker,Yes,Yes,No,SouthAmerica,Proprietor
1157645,4449359_00815,Male,Black,42.0,West Indies,Laborer,Yes,Yes,No,SouthAmerica,workers
1157711,4449359_00818,Male,White,23.0,Canada,Bartender,Yes,Yes,No,NorthAmerica,servant
1158164,4449176_00078,Male,White,19.0,Mexico,Driver,Yes,Yes,,SouthAmerica,servant
1160771,4449359_01213,Male,White,51.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
1161052,4449359_01193,Male,White,29.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
1163026,4449176_00183,Male,Mulatto,35.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
1163157,4449176_00184,Male,Black,21.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1164417,4449176_00240,Male,Black,40.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
1164694,4449176_00244,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
1164733,4449176_00244,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
1164903,4449176_00243,Male,Black,41.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1164978,4449176_00242,Male,Mulatto,29.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1164987,4449176_00201,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers
1165073,4449176_00202,Male,Mulatto,23.0,West Indies,Carpenter,Yes,Yes,,SouthAmerica,Proprietor
1165088,4449176_00203,Male,Black,30.0,West Indies,Laborer,No,No,,SouthAmerica,workers
1165333,4449176_00207,Male,Black,32.0,India,Barber,Yes,Yes,,Aisa,Proprietor
1165406,4449176_00209,Male,Black,40.0,India,Cook,Yes,Yes,,Aisa,workers
1166345,4449176_00112,Male,Black,48.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1166615,4449176_00110,Male,Black,27.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1166696,4449176_00119,Male,White,36.0,Australia,Tailor,Yes,Yes,,Oceania,Proprietor
1166835,4449176_00116,Male,Black,44.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1166881,4449176_00117,Male,Black,25.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1166893,4449176_00117,Male,Black,46.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1166915,4449176_00117,Male,Black,28.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
1167109,4449176_00158,Male,Black,26.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1167404,4449176_00165,Female,White,26.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
1167462,4449176_00160,Female,White,32.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1167465,4449176_00160,Male,Black,41.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1167550,4449176_00161,Male,Black,35.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1167954,4449176_00148,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
1167955,4449176_00148,Female,White,41.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
1167956,4449176_00148,Male,White,49.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1167995,4449176_00147,Female,White,21.0,Canada,Saleslady,Yes,Yes,No,NorthAmerica,servant
1167996,4449176_00147,Female,White,27.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
1167997,4449176_00147,Female,White,21.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
1168123,4449176_00145,Male,White,28.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor
1168249,4449176_00146,Male,White,27.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1168616,4449360_00062,Male,Black,39.0,West Indies,Cigar Maker,Yes,Yes,,SouthAmerica,Proprietor
1168636,4449360_00063,Female,Mulatto,24.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1168666,4449360_00061,Male,Black,30.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1168870,4449360_00061,Male,Black,28.0,South America,Porter,Yes,Yes,,South America,servant
1169393,4449359_01166,Male,White,23.0,Cuba,Waiter,Yes,Yes,,SouthAmerica,servant
1169628,4449360_00083,Male,Mulatto,35.0,West Indies,Stenographer,Yes,Yes,,SouthAmerica,paperworker
1169680,4449360_00084,Male,Mulatto,39.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1169736,4449360_00084,Male,Mulatto,45.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1169830,4449360_00079,Female,Black,35.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1169831,4449360_00079,Male,Black,42.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1169968,4449360_00090,Male,Black,23.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1169985,4449360_00089,Male,White,28.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
1170148,4449360_00085,Male,Black,26.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1170307,4449360_00069,Male,Black,48.0,West Indies,Cigar Maker,No,No,,SouthAmerica,Proprietor
1170310,4449360_00069,Male,Black,65.0,West Indies,Cook,Yes,No,,SouthAmerica,workers
1171148,4449360_00032,Male,Black,34.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1171182,4449360_00036,Male,White,20.0,Canada,Salesman,Yes,Yes,Yes,NorthAmerica,servant
1171347,4449360_00050,Male,Japanese,21.0,Japan,Servant,Yes,Yes,,Aisa,servant
1171357,4449360_00050,Male,White,30.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1171363,4449360_00050,Male,Japanese,26.0,Japan,Servant,Yes,Yes,,Aisa,servant
1171364,4449360_00050,Male,Japanese,26.0,Japan,Servant,Yes,Yes,,Aisa,servant
1171632,4449360_00020,Male,Black,35.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
1171725,4449360_00022,Male,Black,60.0,Cuba,Driver,Yes,Yes,No,SouthAmerica,servant
1171730,4449360_00022,Male,Black,34.0,Cuba,Stenographer,Yes,Yes,No,SouthAmerica,paperworker
1171836,4449360_00019,Male,Japanese,38.0,Japan,Tailor,Yes,Yes,No,Aisa,Proprietor
1172196,4449360_00025,Male,Black,26.0,West Indies,Waiter,Yes,Yes,No,SouthAmerica,servant
1174525,4449360_00176,Male,White,31.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
1175369,4449359_01183,Female,Black,30.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
1175370,4449359_01183,Male,Black,24.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
1175435,4449359_01183,Female,Black,40.0,Cuba,Cook,Yes,Yes,,SouthAmerica,workers
1176883,4449360_00097,Male,Black,46.0,West Indies,Driver,Yes,Yes,,SouthAmerica,servant
1176935,4449360_00099,Female,Black,25.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1176999,4449360_00098,Male,Black,39.0,Jamaica,Laborer,Yes,Yes,,SouthAmerica,workers
1179181,4450087_00898,Female,White,26.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
1179210,4450087_00898,Female,White,13.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1179245,4450087_00896,Female,White,52.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
1179711,31776_4449719-00335,Male,White,48.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
1180032,31776_4449719-00577,Male,Japanese,30.0,Japan,Clerk,Yes,Yes,,Aisa,paperworker
1180127,31776_4449719-00591,Male,White,66.0,Nova Scotia,Clerk,Yes,Yes,,NorthAmerica,paperworker
1180163,31776_4449719-00503,Male,Japanese,26.0,Japan,Cook,Yes,Yes,,Aisa,workers
1180335,31776_4449719-00417,Female,White,37.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1180433,31776_4449719-00477,Female,White,24.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
1180434,31776_4449719-00477,Female,White,22.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
1180622,31776_4449719-00987,Male,Chinese,51.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
1180623,31776_4449719-00987,Male,Chinese,26.0,China,Presser,Yes,Yes,,Aisa,workers
1180858,31776_4449719-00851,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
1181487,4449605_00498,Female,Black,16.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
1183838,4449605_00526,Male,Mulatto,34.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1183870,4449605_00531,Male,White,25.0,Cuba,Salesman,Yes,Yes,,SouthAmerica,servant
1184070,4449605_00526,Male,Black,28.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
1184071,4449605_00526,Male,Black,23.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
1184072,4449605_00526,Male,Black,27.0,West Indies,Carpenter,Yes,Yes,,SouthAmerica,Proprietor
1184522,4449605_00434,Female,White,30.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
1184661,4449605_00448,Male,White,50.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
1184737,4449605_00448,Female,White,18.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
1184986,4449605_00417,Male,White,29.0,Canada,Machinist,Yes,Yes,No,NorthAmerica,engineer
1185011,4449605_00418,Female,White,41.0,Canada,Dressmaker,Yes,Yes,No,NorthAmerica,Proprietor
1185436,4449605_00430,Female,White,25.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant
1185468,4449605_00426,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1185598,4449605_00426,Male,White,21.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1185676,4449605_00472,Female,White,35.0,Cuba,Helper,Yes,Yes,,SouthAmerica,Helper
1185705,4449605_00470,Male,White,25.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
1186198,4449605_00475,Female,Black,40.0,Cuba,Cook,Yes,Yes,,SouthAmerica,workers
1186199,4449605_00475,Male,Black,46.0,Cuba,Waiter,Yes,Yes,,SouthAmerica,servant
1186205,4449605_00475,Male,Black,48.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1186380,4449605_00457,Male,Black,28.0,South America,Clerk,Yes,Yes,,South America,paperworker
1186420,4449605_00456,Male,Black,36.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1186426,4449605_00456,Female,Black,34.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1186455,4449605_00456,Female,Black,65.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
1186459,4449605_00456,Male,Black,26.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1186584,4449605_00454,Male,Black,32.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
1186662,4449605_00455,Male,Black,32.0,Cuba,Cook,Yes,Yes,,SouthAmerica,workers
1186663,4449605_00455,Female,White,34.0,Cuba,Dressmaker,No,No,,SouthAmerica,Proprietor
1186688,4449605_00455,Female,Black,42.0,Cuba,Cook,No,No,,SouthAmerica,workers
1186699,4449605_00454,Male,Black,27.0,Cuba,Cook,Yes,Yes,,SouthAmerica,workers
1186800,4449605_00463,Female,White,59.0,Newfoundland,Housework,Yes,Yes,,NorthAmerica,servant
1187439,4449605_00653,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
1187461,4449605_00666,Male,White,17.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
1188303,4449605_00650,Male,White,66.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1188391,4449605_00644,Male,White,19.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
1188393,4449605_00644,Male,White,49.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
1188986,4449605_00696,Male,White,29.0,Australia,Salesman,Yes,Yes,,Oceania,servant
1189407,4449605_00675,Female,Black,41.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
1189710,4449605_00681,Male,White,25.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers
1189720,4449605_00682,Male,White,19.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
1189744,4449605_00683,Female,White,30.0,Mexico,Cook,Yes,No,,SouthAmerica,workers
1189745,4449605_00683,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1189782,4449605_00682,Male,White,44.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
1189835,4449605_00678,Female,White,31.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
