,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
710247,4449355_00894,Male,White,40.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
710355,4449355_00884,Male,White,21.0,Australia,Salesman,Yes,Yes,No,Oceania,servant
710857,4449355_00895,Male,White,29.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
711548,4449355_00797,Male,Chinese,20.0,China,Laborer,Yes,Yes,No,Aisa,workers
711549,4449355_00797,Male,Chinese,25.0,China,Laborer,Yes,Yes,,Aisa,workers
711656,4449355_00798,Male,Black,38.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
711687,4449355_00798,Male,Black,50.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
714077,4449355_00807,Male,Chinese,19.0,China,Laborer,Yes,Yes,No,Aisa,workers
714078,4449355_00807,Male,Chinese,42.0,China,Laborer,No,No,,Aisa,workers
714079,4449355_00807,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
714089,4449355_00807,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
714125,4449355_00807,Male,Chinese,28.0,China,Salesman,Yes,Yes,,Aisa,servant
714126,4449355_00807,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
714887,4449904_00215,Male,White,35.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
715305,4449904_00204,Male,White,23.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
715307,4449904_00204,Male,White,29.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
715528,4449904_00211,Male,White,38.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
715752,4449904_00235,Male,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
715824,4449904_00236,Male,White,45.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
715897,4449904_00234,Female,White,34.0,Newfoundland,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
716308,4449904_00221,Male,White,32.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
716432,4449904_00232,Male,Mulatto,23.0,Africa,Laborer,Yes,Yes,,Africa,workers
716455,4449904_00232,Male,White,29.0,Canada,Proprietor,Yes,Yes,,NorthAmerica,Proprietor
716622,4449904_00171,Female,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
716623,4449904_00171,Male,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
716624,4449904_00171,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
716883,4449904_00181,Male,White,63.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
719299,4449904_00311,Female,White,16.0,Canada,Saleslady,Yes,Yes,No,NorthAmerica,servant
719300,4449904_00311,Male,White,22.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
719422,4449904_00309,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
719907,4449904_00306,Male,Japanese,37.0,Japan,Cook,Yes,Yes,,Aisa,workers
719958,4449904_00305,Female,Black,35.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
720171,4449904_00256,Female,White,27.0,West Indies,Saleslady,Yes,Yes,,SouthAmerica,servant
720272,4449904_00254,Male,White,26.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
720373,4449904_00261,Female,White,31.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
720454,4449904_00257,Male,White,30.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
720883,4449904_00246,Male,White,30.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
720904,4449904_00247,Male,Chinese,35.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
721314,4449904_00274,Male,White,20.0,Canada,Porter,Yes,Yes,No,NorthAmerica,servant
721315,4449904_00274,Female,White,15.0,Canada,Helper,Yes,Yes,Yes,NorthAmerica,Helper
721563,4449904_00263,Male,Black,47.0,Cuba,Painter,Yes,Yes,,SouthAmerica,artist
721714,4449904_00269,Male,Japanese,37.0,Japan,Cook,Yes,Yes,,Aisa,workers
721732,4449904_00266,Female,White,30.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
721827,4449904_00160,Male,White,37.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
722001,4449904_00046,Male,White,19.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant
722043,4449904_00046,Female,White,28.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
722082,4449904_00051,Male,White,31.0,Newfoundland,Driver,Yes,Yes,,NorthAmerica,servant
722242,4449904_00050,Male,Chinese,40.0,China,Proprietor,No,No,,Aisa,Proprietor
722243,4449904_00050,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
722244,4449904_00050,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
722647,4449904_00042,Male,White,37.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
723346,4449904_00055,Male,White,24.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
723561,4449904_00059,Male,White,28.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor
723636,4449904_00009,Male,White,57.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
724761,4449904_00032,Male,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
725444,4449904_00131,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
725543,4449904_00138,Female,White,17.0,Nova Scotia,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
725751,4449904_00137,Male,White,30.0,Venezuela,Clerk,Yes,Yes,,SouthAmerica,paperworker
725793,4449904_00124,Male,White,18.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant
725801,4449904_00124,Female,White,32.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant
725987,4449904_00129,Male,White,34.0,Australia,Stenographer,Yes,Yes,,Oceania,paperworker
726017,4449904_00128,Male,Black,19.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
726018,4449904_00128,Female,Black,22.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
726285,4449904_00155,Male,White,45.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
726336,4449904_00152,Male,White,49.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
726655,4449904_00142,Female,White,30.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
726656,4449904_00142,Female,White,41.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
726697,4449904_00144,Female,White,45.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant
726734,4449904_00144,Female,Black,35.0,Nova Scotia,Cook,Yes,Yes,,NorthAmerica,workers
726795,4449904_00142,Male,White,45.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
726911,4449904_00151,Male,White,34.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
727194,4449904_00084,Male,White,22.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
727227,4449904_00084,Female,White,37.0,Canada,Housework,Yes,Yes,No,NorthAmerica,servant
727255,4449904_00084,Male,White,39.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker
727343,4449904_00094,Male,White,37.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
727345,4449904_00094,Male,White,36.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
727352,4449904_00094,Male,White,57.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
727401,4449904_00090,Male,White,20.0,Cuba,Stenographer,Yes,Yes,No,SouthAmerica,paperworker
727429,4449904_00089,Male,White,23.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
727495,4449904_00091,Male,White,19.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
727530,4449904_00077,Male,White,26.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
727693,4449904_00075,Female,White,34.0,Canada,Dressmaker,Yes,Yes,No,NorthAmerica,Proprietor
727798,4449904_00082,Female,White,23.0,Canada,Saleslady,Yes,Yes,No,NorthAmerica,servant
727852,4449904_00080,Male,White,22.0,Cuba,Clerk,Yes,Yes,No,SouthAmerica,paperworker
728009,4449904_00109,Male,White,24.0,Australia,Waiter,Yes,Yes,,Oceania,servant
728133,4449904_00104,Male,Black,27.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
728157,4449904_00112,Female,White,26.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
728170,4449904_00112,Female,White,19.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
728327,4449904_00111,Female,White,26.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
728362,4449904_00111,Male,White,51.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
728459,4449904_00097,Male,White,42.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
728722,4449904_00099,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
728738,4449904_00099,Male,White,28.0,Canada,Operator,Yes,Yes,,NorthAmerica,workers
728769,4449904_00100,Male,White,23.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
728780,4449904_00100,Female,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
729054,4449904_00531,Male,White,36.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
729800,4449904_00547,Male,White,28.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
730157,4449904_00536,Female,White,18.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
730165,4449904_00537,Male,White,39.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker
730179,4449904_00538,Female,White,30.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
730218,4449904_00538,Female,White,23.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
730235,4449904_00535,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
730326,4449904_00535,Male,Black,23.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
730328,4449904_00535,Female,Mulatto,19.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
730329,4449904_00536,Female,Black,20.0,West Indies,Servant,Yes,Yes,No,SouthAmerica,servant
730385,4449904_00541,Male,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
730942,4449904_00489,Male,Black,35.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
731607,4449904_00505,Male,White,48.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
731672,4449904_00510,Male,White,65.0,Canada,Laborer,Yes,Yes,No,NorthAmerica,workers
731720,4449904_00513,Male,Black,24.0,West Indies,Operator,Yes,Yes,No,SouthAmerica,workers
732107,4449904_00501,Male,White,24.0,West Indies,Packer,Yes,Yes,No,SouthAmerica,workers
732245,4449904_00500,Male,Black,27.0,West Indies,Driver,Yes,Yes,No,SouthAmerica,servant
732478,4449904_00605,Male,Mulatto,41.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
732811,4449904_00598,Male,White,50.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
736254,4449904_00362,Male,Chinese,30.0,China,Helper,Yes,Yes,,Aisa,Helper
736334,4449904_00360,Male,White,34.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
736656,4449904_00367,Male,White,40.0,Canada,Waiter,Yes,Yes,No,NorthAmerica,servant
736849,4449904_00389,Male,White,52.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor
736885,4449904_00395,Male,White,32.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
736942,4449904_00396,Male,White,35.0,West Indies,Operator,Yes,Yes,,SouthAmerica,workers
737052,4449904_00394,Female,White,50.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
737224,4449904_00380,Male,White,53.0,Canada,Baker,Yes,Yes,,NorthAmerica,Proprietor
737226,4449904_00380,Female,White,23.0,Canada,Packer,Yes,Yes,,NorthAmerica,workers
738193,4449904_00328,Male,White,34.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
739048,4449904_00340,Female,White,18.0,Canada,Packer,Yes,Yes,No,NorthAmerica,workers
739078,4449904_00346,Female,White,53.0,Canada,Helper,No,No,,NorthAmerica,Helper
739388,4449904_00446,Female,White,20.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker
739700,4449904_00451,Female,White,15.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
740072,4449904_00440,Male,White,35.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
740820,4449904_00464,Male,Black,26.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
741095,4449904_00413,Male,Mulatto,21.0,West Indies,Salesman,Yes,Yes,No,SouthAmerica,servant
741096,4449904_00413,Male,Mulatto,24.0,West Indies,Tailor,Yes,Yes,,SouthAmerica,Proprietor
741349,4449904_00414,Female,Black,27.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
741368,4449904_00415,Male,Black,49.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
741369,4449904_00415,Female,Black,29.0,West Indies,Cook,Yes,Yes,,SouthAmerica,workers
741399,4449904_00414,Female,Black,27.0,Jamaica,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
741866,4449904_00403,Female,White,19.0,Canada,Bookkeeper,Yes,Yes,No,NorthAmerica,paperworker
742801,4449175_00770,Male,White,26.0,India,Clerk,Yes,Yes,,Aisa,paperworker
742802,4449175_00770,Male,White,47.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
742839,4449175_00772,Male,White,24.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
742860,4449175_00771,Male,White,29.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
742962,4449175_00769,Male,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
743207,4449175_00759,Female,White,26.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
743220,4449175_00759,Male,White,21.0,Palestine,Clerk,Yes,Yes,No,Aisa,paperworker
743391,4449175_00758,Male,Black,69.0,Canada,Porter,Yes,Yes,,NorthAmerica,servant
743542,4449175_00763,Male,Chinese,46.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
743610,4449175_00765,Male,White,64.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
743999,4449175_00793,Male,White,30.0,West Indies,Porter,Yes,Yes,,SouthAmerica,servant
744000,4449175_00793,Female,White,27.0,West Indies,Housework,Yes,Yes,,SouthAmerica,servant
744083,4449175_00780,Male,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
744171,4449175_00781,Male,White,24.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker
744264,4449175_00779,Male,White,29.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
744409,4449175_00782,Male,Japanese,24.0,Japan,Salesman,Yes,Yes,,Aisa,servant
744410,4449175_00782,Male,Japanese,25.0,Japan,Salesman,Yes,Yes,,Aisa,servant
744677,4449175_00730,Male,Black,33.0,Barbados,Painter,Yes,Yes,,SouthAmerica,artist
744680,4449175_00730,Female,Black,20.0,Barbados,Servant,Yes,Yes,No,SouthAmerica,servant
744702,4449175_00730,Male,Mulatto,50.0,Barbados,Porter,Yes,Yes,,SouthAmerica,servant
744709,4449175_00730,Female,Black,38.0,Barbados,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
744718,4449175_00730,Female,Black,40.0,Montana,Porter,Yes,Yes,,NorthAmerica,servant
744720,4449175_00730,Male,Black,40.0,Montana,Porter,Yes,Yes,,NorthAmerica,servant
744722,4449175_00730,Male,Black,30.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
744723,4449175_00730,Male,Black,35.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
744724,4449175_00730,Male,Black,40.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
744741,4449175_00736,Female,White,20.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
745008,4449175_00724,Male,Black,57.0,Africa,Servant,Yes,Yes,,Africa,servant
745074,4449175_00721,Female,White,19.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
745216,4449175_00727,Female,White,20.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
745390,4449175_00750,Female,White,25.0,Nova Scotia,Operator,Yes,Yes,,NorthAmerica,workers
745969,4449175_00737,Male,Black,26.0,West Indies,Laborer,Yes,Yes,,SouthAmerica,workers
745970,4449175_00737,Male,Black,35.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
746027,4449175_00739,Male,White,25.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
746267,4449175_00852,Male,White,34.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
746343,4449175_00852,Female,White,46.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
746404,4449175_00849,Male,White,46.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
746406,4449175_00849,Female,White,17.0,Canada,Saleslady,Yes,Yes,Yes,NorthAmerica,servant
746864,4449175_00838,Male,White,40.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
746865,4449175_00838,Male,White,28.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
746871,4449175_00838,Female,White,28.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
746916,4449175_00844,Male,Black,28.0,West Indies,Laborer,Yes,No,,SouthAmerica,workers
746971,4449175_00845,Female,White,27.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
746996,4449175_00844,Male,White,26.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
746997,4449175_00844,Male,White,21.0,Canada,Stenographer,Yes,Yes,No,NorthAmerica,paperworker
747019,4449175_00844,Male,White,23.0,West Indies,Clerk,Yes,Yes,,SouthAmerica,paperworker
747898,4449175_00862,Male,White,41.0,Canada,Bartender,Yes,Yes,,NorthAmerica,servant
747951,4449175_00863,Male,White,34.0,Canada,Cutter,Yes,Yes,,NorthAmerica,workers
748059,4449175_00814,Male,Black,35.0,West Indies,Porter,No,No,,SouthAmerica,servant
748073,4449175_00814,Female,Black,35.0,West Indies,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
748081,4449175_00814,Male,Black,36.0,West Indies,Waiter,Yes,Yes,,SouthAmerica,servant
748111,4449175_00814,Female,Black,25.0,West Indies,Presser,Yes,Yes,,SouthAmerica,workers
748221,4449175_00814,Male,Black,28.0,West Indies,Machinist,Yes,Yes,,SouthAmerica,engineer
748839,4449175_00804,Male,White,21.0,Canada,Helper,Yes,Yes,,NorthAmerica,Helper
749086,4449175_00829,Male,White,41.0,Canada,Salesman,,,,NorthAmerica,servant
749334,4449175_00822,Male,White,27.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
749437,4449175_00820,Female,White,45.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
749490,4449175_00821,Male,Black,21.0,West Indies,Porter,Yes,Yes,No,SouthAmerica,servant
749710,4449175_00825,Male,White,42.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
749991,4449175_00616,Male,White,39.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
750073,4449175_00617,Male,White,36.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
750346,4449175_00601,Male,White,45.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
750521,4449175_00605,Female,White,31.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
750826,4449175_00632,Male,Mexican,22.0,Cuba,Waiter,Yes,Yes,,SouthAmerica,servant
751138,4449175_00626,Male,White,24.0,Mexico,Clerk,Yes,Yes,,SouthAmerica,paperworker
751153,4449175_00626,Male,White,22.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
751160,4449175_00626,Male,White,19.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
751196,4449175_00618,Male,White,47.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
751247,4449175_00620,Male,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
751399,4449175_00627,Female,White,18.0,Cuba,Stenographer,Yes,Yes,No,SouthAmerica,paperworker
751456,4449175_00628,Female,White,32.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
751457,4449175_00628,Female,White,29.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
751459,4449175_00629,Female,White,31.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
751870,4449175_00574,Female,White,22.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
752191,4449175_00567,Male,White,31.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
752374,4449175_00595,Female,White,42.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
752394,4449175_00594,Female,Mulatto,40.0,West Indies,Servant,Yes,Yes,,SouthAmerica,servant
752429,4449175_00596,Male,White,50.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
752483,4449175_00591,Male,White,54.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
752495,4449175_00593,Female,White,25.0,Canada,Servant,Yes,Yes,,NorthAmerica,servant
752696,4449175_00597,Male,White,20.0,West Indies,Clerk,Yes,Yes,No,SouthAmerica,paperworker
752940,4449175_00578,Female,White,16.0,Canada,Salesman,Yes,Yes,No,NorthAmerica,servant
753104,4449175_00587,Male,Chinese,49.0,China,Helper,No,No,,Aisa,Helper
753105,4449175_00587,Male,Chinese,34.0,China,Helper,No,No,,Aisa,Helper
753107,4449175_00587,Male,Chinese,20.0,China,Cigar Maker,No,No,,Aisa,Proprietor
753125,4449175_00588,Male,Chinese,43.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
753246,4449175_00689,Female,White,38.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
753370,4449175_00687,Male,White,23.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
753647,4449175_00692,Male,White,44.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
754074,4449175_00684,Male,White,43.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
754232,4449175_00712,Male,White,28.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
754429,4449175_00719,Male,White,38.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
754866,4449175_00709,Female,White,29.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
755237,4449175_00658,Male,White,54.0,Canada,Driver,Yes,Yes,,NorthAmerica,servant
755444,4449175_00642,Male,White,25.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
755739,4449175_00648,Female,White,36.0,Canada,Saleslady,Yes,Yes,,NorthAmerica,servant
755878,4449175_00672,Female,White,40.0,Canada,Stenographer,Yes,Yes,,NorthAmerica,paperworker
755891,4449175_00671,Male,White,29.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
756107,4449175_00676,Male,White,35.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
756148,4449175_00677,Male,White,50.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
756149,4449175_00677,Male,White,37.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
756184,4449175_00674,Female,White,20.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
756389,4449175_00664,Male,White,47.0,Canada,Tailor,Yes,Yes,,NorthAmerica,Proprietor
756394,4449175_00664,Male,White,48.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
756671,4449175_00665,Male,White,24.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
756716,4449175_00666,Male,White,38.0,Canada,Driver,No,No,,NorthAmerica,servant
756783,4449175_01086,Male,White,28.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
756895,4449175_01085,Male,White,32.0,Cuba,Machinist,Yes,Yes,,SouthAmerica,engineer
757033,4449175_01094,Male,White,40.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
757039,4449175_01094,Male,White,33.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
757112,4449175_01092,Male,White,57.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
757136,4449175_01092,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
757210,4449175_01077,Female,White,16.0,Canada,Servant,Yes,Yes,No,NorthAmerica,servant
757322,4449175_01075,Male,White,35.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
757339,4449175_01076,Female,White,34.0,Canada,Cook,Yes,Yes,,NorthAmerica,workers
757344,4449175_01076,Female,White,25.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
757536,4449175_01079,Female,White,50.0,Canada,Housework,Yes,Yes,,NorthAmerica,servant
757773,4449175_01106,Male,White,24.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
757803,4449175_01106,Male,White,50.0,Canada,Bookkeeper,Yes,Yes,,NorthAmerica,paperworker
757914,4449175_01115,Female,White,30.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
757925,4449175_01115,Male,White,38.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
758234,4449175_01096,Female,White,40.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
758291,4449175_01102,Male,White,21.0,Cuba,Clerk,Yes,Yes,No,SouthAmerica,paperworker
758292,4449175_01102,Male,White,18.0,Cuba,Clerk,Yes,Yes,Yes,SouthAmerica,paperworker
758293,4449175_01102,Male,White,18.0,Cuba,Clerk,Yes,Yes,Yes,SouthAmerica,paperworker
758362,4449175_01102,Male,White,41.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
758521,4449175_01049,Male,Chinese,33.0,China,Cook,No,No,,Aisa,workers
758750,4449175_01054,Male,White,26.0,Cuba,Clerk,Yes,Yes,,SouthAmerica,paperworker
758751,4449175_01054,Female,White,28.0,Cuba,Dressmaker,Yes,Yes,,SouthAmerica,Proprietor
758785,4449175_01053,Male,White,37.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
758792,4449175_01054,Male,White,23.0,Mexico,Stenographer,Yes,Yes,,SouthAmerica,paperworker
758829,4449175_01050,Male,White,28.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
758830,4449175_01050,Male,White,50.0,Canada,Clerk,Yes,Yes,,NorthAmerica,paperworker
758933,4449175_01040,Male,White,30.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
758948,4449175_01040,Male,White,25.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
758949,4449175_01040,Male,White,22.0,Canada,Carpenter,Yes,Yes,,NorthAmerica,Proprietor
758969,4449175_01041,Male,White,31.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
759195,4449175_01046,Male,White,45.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
759202,4449175_01046,Male,White,32.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
759393,4449175_01068,Male,Chinese,30.0,China,Cook,Yes,Yes,,Aisa,workers
759394,4449175_01068,Male,Chinese,22.0,China,Cook,No,No,,Aisa,workers
759417,4449175_01070,Female,White,40.0,Canada,Dressmaker,Yes,Yes,,NorthAmerica,Proprietor
759443,4449175_01069,Male,White,46.0,Canada,Salesman,Yes,Yes,,NorthAmerica,servant
759653,4449175_01073,Male,White,24.0,Canada,Waiter,Yes,Yes,,NorthAmerica,servant
759722,4449175_01071,Male,White,76.0,Canada,Helper,Yes,Yes,,NorthAmerica,Helper
